2026-08-22 13:09:57 | INFO     | rss_downloader.services  :  86 - 开始重新配置下载器...
2026-08-22 13:26:29 | INFO     | logging                  :1744 - HTTP Request: GET https://mikanani.me/RSS/MyBangumi?token=lvtK1%2bAbVI%2fUdaap3iVWMA%3d%3d "HTTP/1.1 200 OK"
2026-08-22 13:26:29 | INFO     | rss_downloader.parser    :  81 - 开始解析 RSS 源: Example
2026-08-22 13:26:29 | INFO     | rss_downloader.parser    :  97 - Example: 获取到 10 个条目
2026-08-22 13:26:29 | INFO     | rss_downloader.parser    : 106 - 匹配成功(Example): [黒ネズミたち] 花织即使是转生也想打架 / Hanaori - 06 (ABEMA 1920x1080 AVC AAC MKV)
2026-08-22 13:26:29 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [喵萌奶茶屋&LoliHouse] 花织同学转生后还是想干架 / 花织即使是转生也想打架 / Hanaori-san wa Tensei shitemo Kenka ga Shitai - 06 [WebRip 1080p HEVC-10bit AAC][简繁内封字幕]
2026-08-22 13:26:29 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): 【喵萌奶茶屋】★07月新番★[花织同学转生后还是想干架 / 花织即使是转生也想打架 / Hanaori-san wa Tensei shitemo Kenka ga Shitai][06][1080p][繁体]
2026-08-22 13:26:29 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): 【喵萌奶茶屋】★07月新番★[花织同学转生后还是想干架 / 花织即使是转生也想打架 / Hanaori-san wa Tensei shitemo Kenka ga Shitai][06][1080p][简体]
2026-08-22 13:26:29 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): 花织同学转生之后还是想干架 - EP06 [简／繁] (1080p H.264 AAC SRTx2) {花织即使是转生也想打架 | 花织さんは転生しても喧哗がしたい}
2026-08-22 13:26:29 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [Nix-Raws] 花织同学转生后还是想干架 / Hanaori-san wa Tensei Shite mo Kenka ga Shitai S01E06 [CR WEB-DL 1080p AVC AAC][简繁内封]
2026-08-22 13:26:29 | INFO     | rss_downloader.parser    : 106 - 匹配成功(Example): [黒ネズミたち] 花织即使是转生也想打架 / Hanaori - 06 (CR 1920x1080 AVC AAC MKV)
2026-08-22 13:26:29 | INFO     | rss_downloader.parser    : 106 - 匹配成功(Example): [黒ネズミたち] 花织即使是转生也想打架 / Hanaori - 06 (Baha 1920x1080 AVC AAC MP4)
2026-08-22 13:26:29 | INFO     | rss_downloader.parser    : 106 - 匹配成功(Example): [ANi]  花织即使是转生也想打架 - 06 [1080P][Baha][WEB-DL][AAC AVC][CHT][MP4]
2026-08-22 13:26:29 | INFO     | rss_downloader.parser    : 106 - 匹配成功(Example): [黒ネズミたち] 花织同学转生后还是想干架 / Hanaori - 06 (B-Global 1920x1080 HEVC AAC MKV)
2026-08-22 13:26:29 | INFO     | rss_downloader.parser    : 114 - Example: 匹配到 5 个条目
2026-08-22 13:26:29 | INFO     | logging                  :1744 - HTTP Request: POST http://127.0.0.1:6800/jsonrpc "HTTP/1.1 200 OK"
2026-08-22 13:26:29 | INFO     | rss_downloader.main      : 112 - 下载任务添加成功 (aria2): 1 - [黒ネズミたち] 花织即使是转生也想打架 / Hanaori - 06 (ABEMA 1920x1080 AVC AAC MKV)
2026-08-22 13:26:29 | INFO     | logging                  :1744 - HTTP Request: POST http://127.0.0.1:6800/jsonrpc "HTTP/1.1 200 OK"
2026-08-22 13:26:29 | INFO     | rss_downloader.main      : 112 - 下载任务添加成功 (aria2): 2 - [黒ネズミたち] 花织即使是转生也想打架 / Hanaori - 06 (CR 1920x1080 AVC AAC MKV)
2026-08-22 13:26:29 | INFO     | logging                  :1744 - HTTP Request: POST http://127.0.0.1:6800/jsonrpc "HTTP/1.1 200 OK"
2026-08-22 13:26:29 | INFO     | rss_downloader.main      : 112 - 下载任务添加成功 (aria2): 3 - [黒ネズミたち] 花织即使是转生也想打架 / Hanaori - 06 (Baha 1920x1080 AVC AAC MP4)
2026-08-22 13:26:29 | INFO     | logging                  :1744 - HTTP Request: POST http://127.0.0.1:6800/jsonrpc "HTTP/1.1 200 OK"
2026-08-22 13:26:29 | INFO     | rss_downloader.main      : 112 - 下载任务添加成功 (aria2): 4 - [ANi]  花织即使是转生也想打架 - 06 [1080P][Baha][WEB-DL][AAC AVC][CHT][MP4]
2026-08-22 13:26:29 | INFO     | logging                  :1744 - HTTP Request: POST http://127.0.0.1:6800/jsonrpc "HTTP/1.1 200 OK"
2026-08-22 13:26:29 | INFO     | rss_downloader.main      : 112 - 下载任务添加成功 (aria2): 5 - [黒ネズミたち] 花织同学转生后还是想干架 / Hanaori - 06 (B-Global 1920x1080 HEVC AAC MKV)
2026-08-22 13:26:29 | INFO     | rss_downloader.main      : 180 - 共获取到 10 个条目，匹配到 5 个条目，成功添加 5 个下载任务。
2026-08-22 13:26:42 | INFO     | logging                  :1744 - 127.0.0.1:61228 - "GET / HTTP/1.1" 200
2026-08-22 13:26:42 | INFO     | logging                  :1744 - 127.0.0.1:61228 - "GET /static/css/output.css HTTP/1.1" 200
2026-08-22 13:27:23 | INFO     | logging                  :1744 - 127.0.0.1:61387 - "GET / HTTP/1.1" 200
2026-08-22 13:27:24 | INFO     | logging                  :1744 - 127.0.0.1:61387 - "GET / HTTP/1.1" 200
2026-08-22 13:27:29 | INFO     | logging                  :1744 - 127.0.0.1:61395 - "GET /config-page HTTP/1.1" 200
2026-08-22 13:27:29 | INFO     | logging                  :1744 - 127.0.0.1:61395 - "GET /config HTTP/1.1" 200
2026-08-22 13:27:39 | INFO     | logging                  :1744 - 127.0.0.1:61398 - "GET / HTTP/1.1" 200
2026-08-22 13:29:11 | INFO     | logging                  :1744 - 127.0.0.1:61413 - "GET / HTTP/1.1" 200
2026-08-22 13:29:11 | INFO     | logging                  :1744 - 127.0.0.1:61413 - "GET /static/css/output.css HTTP/1.1" 304
2026-08-22 13:38:08 | INFO     | logging                  :1744 - 127.0.0.1:61545 - "GET / HTTP/1.1" 200
2026-08-22 13:38:08 | INFO     | logging                  :1744 - 127.0.0.1:61545 - "GET /static/css/output.css HTTP/1.1" 304
2026-08-22 13:38:37 | INFO     | logging                  :1744 - Shutting down
2026-08-22 13:38:37 | INFO     | logging                  :1744 - Waiting for application shutdown.
2026-08-22 13:38:37 | INFO     | logging                  :1744 - Application shutdown complete.
2026-08-22 13:38:37 | INFO     | logging                  :1744 - Finished server process [3564]
2026-08-22 13:38:37 | INFO     | rss_downloader           :  66 - 程序被用户中断
2026-08-22 13:38:37 | INFO     | rss_downloader.services  : 165 - 服务已关闭。
2026-08-22 13:46:09 | INFO     | rss_downloader.services  :  86 - 开始重新配置下载器...
2026-08-22 13:46:09 | INFO     | logging                  :1744 - HTTP Request: POST http://127.0.0.1:6800/jsonrpc "HTTP/1.1 200 OK"
2026-08-22 13:46:09 | SUCCESS  | rss_downloader.downloaders:  72 - Aria2 连接成功
2026-08-22 13:46:10 | INFO     | rss_downloader           :  53 - 启动 Web 界面: http://127.0.0.1:8000
2026-08-22 13:46:10 | INFO     | rss_downloader.config    : 228 - 正在监控配置文件: C:\Users\Admin\.config\rss-downloader\config.yaml
2026-08-22 13:46:10 | INFO     | logging                  :1744 - Started server process [3804]
2026-08-22 13:46:10 | INFO     | logging                  :1744 - Waiting for application startup.
2026-08-22 13:46:10 | INFO     | rss_downloader.main      : 163 - 处理 RSS 源: Example (https://mikanani.me/RSS/MyBangumi?token=lvtK1%2bAbVI%2fUdaap3iVWMA%3d%3d)
2026-08-22 13:46:10 | INFO     | rss_downloader.parser    :  68 - 开始获取 RSS 源: Example
2026-08-22 13:46:10 | INFO     | logging                  :1744 - Application startup complete.
2026-08-22 13:46:10 | INFO     | logging                  :1744 - Uvicorn running on http://127.0.0.1:8000 (Press CTRL+C to quit)
2026-08-22 13:46:10 | INFO     | logging                  :1744 - HTTP Request: GET https://mikanani.me/RSS/MyBangumi?token=lvtK1%2bAbVI%2fUdaap3iVWMA%3d%3d "HTTP/1.1 200 OK"
2026-08-22 13:46:10 | INFO     | rss_downloader.parser    :  81 - 开始解析 RSS 源: Example
2026-08-22 13:46:10 | INFO     | rss_downloader.parser    :  97 - Example: 获取到 10 个条目
2026-08-22 13:46:10 | INFO     | rss_downloader.parser    : 106 - 匹配成功(Example): [黒ネズミたち] 花织即使是转生也想打架 / Hanaori - 06 (ABEMA 1920x1080 AVC AAC MKV)
2026-08-22 13:46:10 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [喵萌奶茶屋&LoliHouse] 花织同学转生后还是想干架 / 花织即使是转生也想打架 / Hanaori-san wa Tensei shitemo Kenka ga Shitai - 06 [WebRip 1080p HEVC-10bit AAC][简繁内封字幕]
2026-08-22 13:46:10 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): 【喵萌奶茶屋】★07月新番★[花织同学转生后还是想干架 / 花织即使是转生也想打架 / Hanaori-san wa Tensei shitemo Kenka ga Shitai][06][1080p][繁体]
2026-08-22 13:46:10 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): 【喵萌奶茶屋】★07月新番★[花织同学转生后还是想干架 / 花织即使是转生也想打架 / Hanaori-san wa Tensei shitemo Kenka ga Shitai][06][1080p][简体]
2026-08-22 13:46:10 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): 花织同学转生之后还是想干架 - EP06 [简／繁] (1080p H.264 AAC SRTx2) {花织即使是转生也想打架 | 花织さんは転生しても喧哗がしたい}
2026-08-22 13:46:10 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [Nix-Raws] 花织同学转生后还是想干架 / Hanaori-san wa Tensei Shite mo Kenka ga Shitai S01E06 [CR WEB-DL 1080p AVC AAC][简繁内封]
2026-08-22 13:46:10 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] 花织即使是转生也想打架 / Hanaori - 06 (CR 1920x1080 AVC AAC MKV)
2026-08-22 13:46:10 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] 花织即使是转生也想打架 / Hanaori - 06 (Baha 1920x1080 AVC AAC MP4)
2026-08-22 13:46:10 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [ANi]  花织即使是转生也想打架 - 06 [1080P][Baha][WEB-DL][AAC AVC][CHT][MP4]
2026-08-22 13:46:10 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] 花织同学转生后还是想干架 / Hanaori - 06 (B-Global 1920x1080 HEVC AAC MKV)
2026-08-22 13:46:10 | INFO     | rss_downloader.parser    : 114 - Example: 匹配到 1 个条目
2026-08-22 13:46:10 | INFO     | rss_downloader.main      : 142 - 跳过已下载项目: [黒ネズミたち] 花织即使是转生也想打架 / Hanaori - 06 (ABEMA 1920x1080 AVC AAC MKV)
2026-08-22 13:46:10 | INFO     | rss_downloader.main      : 180 - 共获取到 10 个条目，匹配到 1 个条目，成功添加 0 个下载任务。
2026-08-22 13:46:17 | INFO     | logging                  :1744 - 127.0.0.1:61783 - "GET / HTTP/1.1" 200
2026-08-22 13:46:17 | INFO     | logging                  :1744 - 127.0.0.1:61783 - "GET /static/css/output.css HTTP/1.1" 304
2026-08-22 13:46:19 | INFO     | logging                  :1744 - 127.0.0.1:61783 - "GET / HTTP/1.1" 200
2026-08-22 13:46:53 | INFO     | logging                  :1744 - 127.0.0.1:61800 - "GET /config-page HTTP/1.1" 200
2026-08-22 13:46:53 | INFO     | logging                  :1744 - 127.0.0.1:61800 - "GET /config HTTP/1.1" 200
2026-08-22 13:47:11 | INFO     | logging                  :1744 - 127.0.0.1:61801 - "GET / HTTP/1.1" 200
2026-08-22 13:47:14 | INFO     | logging                  :1744 - 127.0.0.1:61801 - "GET / HTTP/1.1" 200
2026-08-22 13:52:23 | INFO     | logging                  :1744 - Shutting down
2026-08-22 13:52:23 | INFO     | logging                  :1744 - Waiting for application shutdown.
2026-08-22 13:52:23 | INFO     | logging                  :1744 - Application shutdown complete.
2026-08-22 13:52:23 | INFO     | logging                  :1744 - Finished server process [3804]
2026-08-22 13:52:23 | INFO     | rss_downloader           :  66 - 程序被用户中断
2026-08-22 13:52:23 | INFO     | rss_downloader.services  : 165 - 服务已关闭。
2026-08-22 13:52:31 | INFO     | rss_downloader.services  :  86 - 开始重新配置下载器...
2026-08-22 13:52:32 | INFO     | logging                  :1744 - HTTP Request: POST http://127.0.0.1:6800/jsonrpc "HTTP/1.1 200 OK"
2026-08-22 13:52:32 | SUCCESS  | rss_downloader.downloaders:  72 - Aria2 连接成功
2026-08-22 13:52:32 | INFO     | rss_downloader           :  53 - 启动 Web 界面: http://127.0.0.1:8000
2026-08-22 13:52:32 | INFO     | rss_downloader.config    : 228 - 正在监控配置文件: C:\Users\Admin\.config\rss-downloader\config.yaml
2026-08-22 13:52:32 | INFO     | logging                  :1744 - Started server process [7320]
2026-08-22 13:52:32 | INFO     | logging                  :1744 - Waiting for application startup.
2026-08-22 13:52:32 | INFO     | rss_downloader.main      : 163 - 处理 RSS 源: Example (https://mikanani.me/RSS/MyBangumi?token=lvtK1%2bAbVI%2fUdaap3iVWMA%3d%3d)
2026-08-22 13:52:32 | INFO     | rss_downloader.parser    :  68 - 开始获取 RSS 源: Example
2026-08-22 13:52:32 | INFO     | logging                  :1744 - Application startup complete.
2026-08-22 13:52:32 | INFO     | logging                  :1744 - Uvicorn running on http://127.0.0.1:8000 (Press CTRL+C to quit)
2026-08-22 13:52:32 | INFO     | logging                  :1744 - HTTP Request: GET https://mikanani.me/RSS/MyBangumi?token=lvtK1%2bAbVI%2fUdaap3iVWMA%3d%3d "HTTP/1.1 200 OK"
2026-08-22 13:52:33 | INFO     | rss_downloader.parser    :  81 - 开始解析 RSS 源: Example
2026-08-22 13:52:33 | INFO     | rss_downloader.parser    :  97 - Example: 获取到 18 个条目
2026-08-22 13:52:33 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] 画完这个再去死 / Kore Kaite Shine - 07 (CR 1920x1080 AVC AAC MKV)
2026-08-22 13:52:33 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] 画完这个再去死 / Kore Kaite Shine - 07 (Baha 1920x1080 AVC AAC MP4)
2026-08-22 13:52:33 | INFO     | rss_downloader.parser    : 106 - 匹配成功(Example): [黒ネズミたち] 花织即使是转生也想打架 / Hanaori - 06 (ABEMA 1920x1080 AVC AAC MKV)
2026-08-22 13:52:33 | INFO     | rss_downloader.parser    : 106 - 匹配成功(Example): [黒ネズミたち] BanG Dream！YUME∞MITA / BanG Dream! Yume∞Mita - 10 (ABEMA 1920x1080 AVC AAC MKV)
2026-08-22 13:52:33 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] BanG Dream！YUME∞MITA / BanG Dream! Yume∞Mita - 10 (CR 1920x1080 AVC AAC MKV)
2026-08-22 13:52:33 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] BanG Dream！YUME∞MITA / BanG Dream! Yume∞Mita - 10 (Baha 1920x1080 AVC AAC MP4)
2026-08-22 13:52:33 | INFO     | rss_downloader.parser    : 106 - 匹配成功(Example): [黒ネズミたち] 再见菈菈 / Sayonara Lara - 07 (ABEMA 1920x1080 AVC AAC MKV)
2026-08-22 13:52:33 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] 再见菈菈 / Sayonara Lara - 07 (CR 1920x1080 AVC AAC MKV)
2026-08-22 13:52:33 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] 再见菈菈 / Sayonara Lara - 07 (Baha 1920x1080 AVC AAC MP4)
2026-08-22 13:52:33 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] 花织即使是转生也想打架 / Hanaori - 06 (CR 1920x1080 AVC AAC MKV)
2026-08-22 13:52:33 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] 花织即使是转生也想打架 / Hanaori - 06 (Baha 1920x1080 AVC AAC MP4)
2026-08-22 13:52:33 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] 花织同学转生后还是想干架 / Hanaori - 06 (B-Global 1920x1080 HEVC AAC MKV)
2026-08-22 13:52:33 | INFO     | rss_downloader.parser    : 106 - 匹配成功(Example): [黒ネズミたち] 穹庐下的魔女 / Tenmaku no Jaadugar - 08 (ABEMA 1920x1080 AVC AAC MKV)
2026-08-22 13:52:33 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] Grow Up Show ～向日葵马戏团～ / Grow Up Show: Himawari no Circus-dan - 07 (CR 1920x1080 AVC AAC MKV)
2026-08-22 13:52:33 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] 穹庐下的魔女 / Tenmaku no Jaadugar - 08 (CR 1920x1080 AVC AAC MKV)
2026-08-22 13:52:33 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] 穹庐下的魔女 / Tenmaku no Jaadugar - 08 (Baha 1920x1080 AVC AAC MP4)
2026-08-22 13:52:33 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] Grow Up Show ～向日葵马戏团～ / Grow Up Show: Himawari no Circus-dan - 07 (Baha 1920x1080 AVC AAC MP4)
2026-08-22 13:52:33 | INFO     | rss_downloader.parser    : 106 - 匹配成功(Example): [黒ネズミたち] Grow Up Show ～向日葵马戏团～ / Grow Up Show: Himawari no Circus-dan - 07 (ABEMA 1280x720 AVC AAC MKV)
2026-08-22 13:52:33 | INFO     | rss_downloader.parser    : 114 - Example: 匹配到 5 个条目
2026-08-22 13:52:33 | INFO     | logging                  :1744 - HTTP Request: POST http://127.0.0.1:6800/jsonrpc "HTTP/1.1 200 OK"
2026-08-22 13:52:33 | INFO     | rss_downloader.main      : 112 - 下载任务添加成功 (aria2): 1 - [黒ネズミたち] 花织即使是转生也想打架 / Hanaori - 06 (ABEMA 1920x1080 AVC AAC MKV)
2026-08-22 13:52:33 | INFO     | logging                  :1744 - HTTP Request: POST http://127.0.0.1:6800/jsonrpc "HTTP/1.1 200 OK"
2026-08-22 13:52:33 | INFO     | rss_downloader.main      : 112 - 下载任务添加成功 (aria2): 2 - [黒ネズミたち] BanG Dream！YUME∞MITA / BanG Dream! Yume∞Mita - 10 (ABEMA 1920x1080 AVC AAC MKV)
2026-08-22 13:52:33 | INFO     | logging                  :1744 - HTTP Request: POST http://127.0.0.1:6800/jsonrpc "HTTP/1.1 200 OK"
2026-08-22 13:52:33 | INFO     | rss_downloader.main      : 112 - 下载任务添加成功 (aria2): 3 - [黒ネズミたち] 再见菈菈 / Sayonara Lara - 07 (ABEMA 1920x1080 AVC AAC MKV)
2026-08-22 13:52:33 | INFO     | logging                  :1744 - HTTP Request: POST http://127.0.0.1:6800/jsonrpc "HTTP/1.1 200 OK"
2026-08-22 13:52:33 | INFO     | rss_downloader.main      : 112 - 下载任务添加成功 (aria2): 4 - [黒ネズミたち] 穹庐下的魔女 / Tenmaku no Jaadugar - 08 (ABEMA 1920x1080 AVC AAC MKV)
2026-08-22 13:52:33 | INFO     | logging                  :1744 - HTTP Request: POST http://127.0.0.1:6800/jsonrpc "HTTP/1.1 200 OK"
2026-08-22 13:52:33 | INFO     | rss_downloader.main      : 112 - 下载任务添加成功 (aria2): 5 - [黒ネズミたち] Grow Up Show ～向日葵马戏团～ / Grow Up Show: Himawari no Circus-dan - 07 (ABEMA 1280x720 AVC AAC MKV)
2026-08-22 13:52:33 | INFO     | rss_downloader.main      : 180 - 共获取到 18 个条目，匹配到 5 个条目，成功添加 5 个下载任务。
2026-08-22 13:56:40 | INFO     | logging                  :1744 - 127.0.0.1:62718 - "GET / HTTP/1.1" 200
2026-08-22 13:56:40 | INFO     | logging                  :1744 - 127.0.0.1:62718 - "GET /static/css/output.css HTTP/1.1" 304
2026-08-22 13:56:41 | INFO     | logging                  :1744 - 127.0.0.1:62718 - "GET / HTTP/1.1" 200
2026-08-22 13:56:45 | INFO     | logging                  :1744 - 127.0.0.1:62718 - "GET /config-page HTTP/1.1" 200
2026-08-22 13:56:46 | INFO     | logging                  :1744 - 127.0.0.1:62718 - "GET /config HTTP/1.1" 200
2026-08-22 13:56:53 | INFO     | logging                  :1744 - 127.0.0.1:62726 - "PUT /config HTTP/1.1" 200
2026-08-22 13:56:54 | INFO     | logging                  :1744 - 127.0.0.1:62726 - "GET / HTTP/1.1" 200
2026-08-22 13:56:56 | INFO     | logging                  :1744 - Shutting down
2026-08-22 13:56:56 | INFO     | logging                  :1744 - Waiting for application shutdown.
2026-08-22 13:56:56 | INFO     | logging                  :1744 - Application shutdown complete.
2026-08-22 13:56:56 | INFO     | logging                  :1744 - Finished server process [7320]
2026-08-22 13:56:56 | INFO     | rss_downloader           :  66 - 程序被用户中断
2026-08-22 13:56:56 | INFO     | rss_downloader.services  : 165 - 服务已关闭。
2026-08-22 13:57:08 | INFO     | rss_downloader.services  :  86 - 开始重新配置下载器...
2026-08-22 13:57:08 | INFO     | logging                  :1744 - HTTP Request: POST http://127.0.0.1:6800/jsonrpc "HTTP/1.1 200 OK"
2026-08-22 13:57:08 | SUCCESS  | rss_downloader.downloaders:  72 - Aria2 连接成功
2026-08-22 13:57:09 | INFO     | rss_downloader           :  53 - 启动 Web 界面: http://127.0.0.1:8000
2026-08-22 13:57:09 | INFO     | rss_downloader.config    : 228 - 正在监控配置文件: C:\Users\Admin\.config\rss-downloader\config.yaml
2026-08-22 13:57:09 | INFO     | logging                  :1744 - Started server process [13740]
2026-08-22 13:57:09 | INFO     | logging                  :1744 - Waiting for application startup.
2026-08-22 13:57:09 | INFO     | rss_downloader.main      : 163 - 处理 RSS 源: Example (https://mikanani.me/RSS/MyBangumi?token=lvtK1%2bAbVI%2fUdaap3iVWMA%3d%3d)
2026-08-22 13:57:09 | INFO     | rss_downloader.parser    :  68 - 开始获取 RSS 源: Example
2026-08-22 13:57:09 | INFO     | logging                  :1744 - Application startup complete.
2026-08-22 13:57:09 | INFO     | logging                  :1744 - Uvicorn running on http://127.0.0.1:8000 (Press CTRL+C to quit)
2026-08-22 13:57:09 | INFO     | logging                  :1744 - HTTP Request: GET https://mikanani.me/RSS/MyBangumi?token=lvtK1%2bAbVI%2fUdaap3iVWMA%3d%3d "HTTP/1.1 200 OK"
2026-08-22 13:57:10 | INFO     | rss_downloader.parser    :  81 - 开始解析 RSS 源: Example
2026-08-22 13:57:10 | INFO     | rss_downloader.parser    :  97 - Example: 获取到 18 个条目
2026-08-22 13:57:10 | INFO     | rss_downloader.parser    : 106 - 匹配成功(Example): [黒ネズミたち] 画完这个再去死 / Kore Kaite Shine - 07 (CR 1920x1080 AVC AAC MKV)
2026-08-22 13:57:10 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] 画完这个再去死 / Kore Kaite Shine - 07 (Baha 1920x1080 AVC AAC MP4)
2026-08-22 13:57:10 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] 花织即使是转生也想打架 / Hanaori - 06 (ABEMA 1920x1080 AVC AAC MKV)
2026-08-22 13:57:10 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] BanG Dream！YUME∞MITA / BanG Dream! Yume∞Mita - 10 (ABEMA 1920x1080 AVC AAC MKV)
2026-08-22 13:57:10 | INFO     | rss_downloader.parser    : 106 - 匹配成功(Example): [黒ネズミたち] BanG Dream！YUME∞MITA / BanG Dream! Yume∞Mita - 10 (CR 1920x1080 AVC AAC MKV)
2026-08-22 13:57:10 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] BanG Dream！YUME∞MITA / BanG Dream! Yume∞Mita - 10 (Baha 1920x1080 AVC AAC MP4)
2026-08-22 13:57:10 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] 再见菈菈 / Sayonara Lara - 07 (ABEMA 1920x1080 AVC AAC MKV)
2026-08-22 13:57:10 | INFO     | rss_downloader.parser    : 106 - 匹配成功(Example): [黒ネズミたち] 再见菈菈 / Sayonara Lara - 07 (CR 1920x1080 AVC AAC MKV)
2026-08-22 13:57:10 | WARNING  | rss_downloader.parser    : 108 - 匹配失败(Example): [黒ネズミたち] 再见菈菈 / Sayonara Lara - 07 (Baha 1920x1080 AVC AAC MP4)
2026-08-22 13:57:10 | INFO     | rss_downloader.parser    : 106 - 匹配成功(Example): [黒ネズミたち] 花织即使是转生也想打架 / Hanaori - 06 (CR 1920x1080 AVC AAC MKV)
